mot_id_x,temp_x,hum_x,light_x,vol_x,index,mot_id_y,temp_y,hum_y,light_y,vol_y,mot_id_x,temp_x,hum_x,light_x,vol_x,mot_id_y,temp_y,hum_y,light_y,vol_y,mot_id_x,temp_x,hum_x,light_x,vol_x,mot_id_y,temp_y,hum_y,light_y,vol_y,mot_id_x,temp_x,hum_x,light_x,vol_x,mot_id_y,temp_y,hum_y,light_y,vol_y,mot_id_x,temp_x,hum_x,light_x,vol_x,mot_id_y,temp_y,hum_y,light_y,vol_y,mot_id_x,temp_x,hum_x,light_x,vol_x,mot_id_y,temp_y,hum_y,light_y,vol_y,mot_id_x,temp_x,hum_x,light_x,vol_x,mot_id_y,temp_y,hum_y,light_y,vol_y,mot_id_x,temp_x,hum_x,light_x,vol_x,mot_id_y,temp_y,hum_y,light_y,vol_y,mot_id,temp,hum,light,vol
1.0,23.5948,36.1638,143.52,2.62796,26659,2.0,23.7222,37.4365,224.48,2.60491,33.0,23.1636,37.162,294.4,2.62796,34.0,21.968,40.1961,655.04,2.60491,35.0,23.1734,39.3143,478.4,2.56,36.0,23.0166,39.5521,655.04,2.61639,37.0,24.8198,37.4022,478.4,2.63964,38.0,24.0162,36.6807,353.28,2.60491,39.0,23.9378,37.7792,235.52,2.62796,40.0,26.4368,32.7907,294.4,2.65143,41.0,26.2408,33.0009,172.96,2.62796,42.0,25.986,33.7,121.44,2.65143,43.0,25.7704,33.979,121.44,2.65143,44.0,25.5744,34.536,48.76,2.65143,45.0,26.0154,32.8608,128.8,2.65143,46.0,25.8782,33.4905,121.44,2.48502,47.0,25.545,34.536,831.68,2.63964
1.0,24.1044,37.3679,294.4,2.63964,26759,2.0,23.1636,40.8043,309.12,2.60491,33.0,26.3682,33.3507,625.6,2.65143,34.0,22.0268,43.3858,1258.56,2.60491,35.0,22.3698,43.8515,1023.04,2.56,36.0,21.9484,44.2499,1494.08,2.59354,37.0,22.9088,43.1525,1023.04,2.61639,38.0,22.0366,41.8812,596.16,2.58226,39.0,22.2816,42.9189,294.4,2.60491,40.0,21.8798,42.5847,566.72,2.60491,41.0,22.164,41.6797,655.04,2.60491,42.0,21.3604,43.3858,596.16,2.60491,43.0,22.115,41.5116,625.6,2.60491,44.0,20.8312,44.6144,566.72,2.60491,45.0,21.2918,42.8521,625.6,2.60491,46.0,20.9096,44.3162,338.56,2.4341,47.0,20.498,46.5249,1494.08,2.59354
1.0,24.3298,37.2993,397.44,2.63964,26791,2.0,23.1734,41.3771,382.72,2.60491,33.0,26.6818,33.0709,890.56,2.66332,34.0,22.4874,42.5178,1847.36,2.60491,35.0,22.3404,44.3825,1494.08,2.56,36.0,22.4482,43.6853,1847.36,2.60491,37.0,22.8304,44.0176,1494.08,2.61639,38.0,22.5266,41.1078,831.68,2.59354,39.0,22.6344,42.5847,353.28,2.61639,40.0,22.1934,42.384,772.8,2.60491,41.0,22.6246,41.2088,802.24,2.60491,42.0,21.7622,43.1858,713.92,2.60491,43.0,22.2228,41.7805,713.92,2.60491,44.0,20.9586,44.9451,802.24,2.60491,45.0,21.5074,43.3525,831.68,2.60491,46.0,21.037,44.5813,412.16,2.4341,47.0,20.5568,47.0159,1847.36,2.59354
1.0,24.3396,37.7107,426.88,2.63964,26797,2.0,23.2224,41.5116,397.44,2.60491,33.0,27.1032,32.5102,964.16,2.66332,34.0,22.605,42.5178,1847.36,2.60491,35.0,22.4874,44.2831,1611.84,2.56,36.0,22.6442,43.2858,1847.36,2.60491,37.0,22.8206,44.0508,1611.84,2.61639,38.0,22.801,40.6355,890.56,2.59354,39.0,22.7128,42.5847,368.0,2.60491,40.0,22.2816,42.3505,802.24,2.60491,41.0,22.7618,40.9392,861.12,2.59354,42.0,21.8112,43.0524,743.36,2.60491,43.0,22.3208,41.7469,743.36,2.60491,44.0,21.086,44.7137,831.68,2.59354,45.0,21.576,43.3858,861.12,2.60491,46.0,21.086,44.5813,426.88,2.4341,47.0,20.5568,47.1467,1847.36,2.58226
1.0,22.3992,42.4509,279.68,2.61639,27609,2.0,22.8304,43.8515,412.16,2.59354,33.0,22.6932,41.5453,596.16,2.62796,34.0,22.9578,41.5789,1847.36,2.60491,35.0,22.5364,44.6144,1081.92,2.54901,36.0,24.0162,40.7706,1847.36,2.61639,37.0,24.271,42.25,890.56,2.62796,38.0,26.4662,34.675,920.0,2.62796,39.0,25.3,39.0082,338.56,2.63964,40.0,24.1142,40.8381,831.68,2.62796,41.0,26.4858,35.2302,831.68,2.63964,42.0,24.1338,40.5004,1435.2,2.62796,43.0,24.173,40.3652,478.4,2.62796,44.0,26.329,35.2302,1847.36,2.65143,45.0,22.6638,43.4857,1552.96,2.60491,46.0,21.38,47.0813,655.04,2.4341,47.0,22.6736,43.6853,1847.36,2.60491
1.0,22.5756,43.9844,39.56,2.60491,31130,2.0,22.948,43.8183,108.56,2.58226,33.0,22.9676,43.1858,101.2,2.61639,34.0,22.6932,44.5813,64.4,2.59354,35.0,23.3498,44.7137,180.32,2.54901,36.0,23.0558,45.4402,60.72,2.59354,37.0,23.5948,45.2093,195.04,2.59354,38.0,23.1342,42.8521,202.4,2.58226,39.0,23.7026,43.0524,165.6,2.60491,40.0,23.4674,42.7519,172.96,2.60491,41.0,23.4478,42.2165,338.56,2.59354,42.0,23.1636,42.7185,224.48,2.59354,43.0,23.683,41.6461,353.28,2.60491,44.0,23.2616,42.4509,79.12,2.60491,45.0,23.3204,42.4509,104.88,2.60491,46.0,23.0656,43.8515,60.72,2.4341,47.0,23.1244,44.2499,114.08,2.60491
1.0,22.5756,43.9844,39.56,2.60491,31130,2.0,22.948,43.8183,108.56,2.58226,33.0,22.9676,43.1858,101.2,2.61639,34.0,22.6932,44.5813,64.4,2.59354,35.0,23.3498,44.7137,180.32,2.54901,36.0,23.0558,45.4402,60.72,2.59354,37.0,23.5948,45.2093,195.04,2.59354,38.0,23.1342,42.8521,202.4,2.58226,39.0,23.7026,43.0524,165.6,2.60491,40.0,23.4674,42.7519,172.96,2.60491,41.0,23.4478,42.2165,338.56,2.59354,42.0,23.1636,42.7185,224.48,2.59354,43.0,23.683,41.6461,353.28,2.60491,44.0,23.2616,42.4509,79.12,2.60491,45.0,23.3106,42.4509,104.88,2.60491,46.0,23.0656,43.8515,60.72,2.4341,47.0,23.1244,44.2499,114.08,2.60491
1.0,22.5756,43.9844,39.56,2.60491,31130,2.0,22.948,43.8183,108.56,2.58226,33.0,22.9676,43.1858,101.2,2.61639,34.0,22.6932,44.5813,64.4,2.59354,35.0,23.3498,44.7137,180.32,2.54901,36.0,23.0558,45.4402,60.72,2.59354,37.0,23.5948,45.2093,195.04,2.59354,38.0,23.1342,42.8521,202.4,2.58226,39.0,23.7026,43.0524,165.6,2.60491,40.0,23.4674,42.7519,172.96,2.60491,41.0,23.4478,42.2165,338.56,2.59354,42.0,23.1636,42.7185,224.48,2.60491,43.0,23.683,41.6461,353.28,2.60491,44.0,23.2616,42.4509,79.12,2.60491,45.0,23.3204,42.4509,104.88,2.60491,46.0,23.0656,43.8515,60.72,2.4341,47.0,23.1244,44.2499,114.08,2.60491
1.0,22.5756,43.9844,39.56,2.60491,31130,2.0,22.948,43.8183,108.56,2.58226,33.0,22.9676,43.1858,101.2,2.61639,34.0,22.6932,44.5813,64.4,2.59354,35.0,23.3498,44.7137,180.32,2.54901,36.0,23.0558,45.4402,60.72,2.59354,37.0,23.5948,45.2093,195.04,2.59354,38.0,23.1342,42.8521,202.4,2.58226,39.0,23.7026,43.0524,165.6,2.60491,40.0,23.4674,42.7519,172.96,2.60491,41.0,23.4478,42.2165,338.56,2.59354,42.0,23.1636,42.7185,224.48,2.60491,43.0,23.683,41.6461,353.28,2.60491,44.0,23.2616,42.4509,79.12,2.60491,45.0,23.3106,42.4509,104.88,2.60491,46.0,23.0656,43.8515,60.72,2.4341,47.0,23.1244,44.2499,114.08,2.60491
1.0,22.5756,43.9844,39.56,2.60491,31130,2.0,22.948,43.8183,108.56,2.58226,33.0,22.9676,43.1858,101.2,2.61639,34.0,22.6932,44.5813,64.4,2.59354,35.0,23.3498,44.7137,180.32,2.54901,36.0,23.0558,45.4402,60.72,2.59354,37.0,23.5948,45.2093,195.04,2.59354,38.0,23.1342,42.8521,202.4,2.58226,39.0,23.7026,43.0524,165.6,2.60491,40.0,23.4674,42.7519,172.96,2.60491,41.0,23.4478,42.2165,338.56,2.59354,42.0,23.1636,42.7185,224.48,2.59354,43.0,23.683,41.6461,353.28,2.60491,44.0,23.2616,42.4509,79.12,2.60491,45.0,23.3204,42.4509,104.88,2.60491,46.0,23.0656,43.8515,60.72,2.4341,47.0,23.1244,44.2499,114.08,2.60491
1.0,22.5756,43.9844,39.56,2.60491,31130,2.0,22.948,43.8183,108.56,2.58226,33.0,22.9676,43.1858,101.2,2.61639,34.0,22.6932,44.5813,64.4,2.59354,35.0,23.3498,44.7137,180.32,2.54901,36.0,23.0558,45.4402,60.72,2.59354,37.0,23.5948,45.2093,195.04,2.59354,38.0,23.1342,42.8521,202.4,2.58226,39.0,23.7026,43.0524,165.6,2.60491,40.0,23.4674,42.7519,172.96,2.60491,41.0,23.4478,42.2165,338.56,2.59354,42.0,23.1636,42.7185,224.48,2.59354,43.0,23.683,41.6461,353.28,2.60491,44.0,23.2616,42.4509,79.12,2.60491,45.0,23.3106,42.4509,104.88,2.60491,46.0,23.0656,43.8515,60.72,2.4341,47.0,23.1244,44.2499,114.08,2.60491
1.0,22.5756,43.9844,39.56,2.60491,31130,2.0,22.948,43.8183,108.56,2.58226,33.0,22.9676,43.1858,101.2,2.61639,34.0,22.6932,44.5813,64.4,2.59354,35.0,23.3498,44.7137,180.32,2.54901,36.0,23.0558,45.4402,60.72,2.59354,37.0,23.5948,45.2093,195.04,2.59354,38.0,23.1342,42.8521,202.4,2.58226,39.0,23.7026,43.0524,165.6,2.60491,40.0,23.4674,42.7519,172.96,2.60491,41.0,23.4478,42.2165,338.56,2.59354,42.0,23.1636,42.7185,224.48,2.60491,43.0,23.683,41.6461,353.28,2.60491,44.0,23.2616,42.4509,79.12,2.60491,45.0,23.3204,42.4509,104.88,2.60491,46.0,23.0656,43.8515,60.72,2.4341,47.0,23.1244,44.2499,114.08,2.60491
1.0,22.5756,43.9844,39.56,2.60491,31130,2.0,22.948,43.8183,108.56,2.58226,33.0,22.9676,43.1858,101.2,2.61639,34.0,22.6932,44.5813,64.4,2.59354,35.0,23.3498,44.7137,180.32,2.54901,36.0,23.0558,45.4402,60.72,2.59354,37.0,23.5948,45.2093,195.04,2.59354,38.0,23.1342,42.8521,202.4,2.58226,39.0,23.7026,43.0524,165.6,2.60491,40.0,23.4674,42.7519,172.96,2.60491,41.0,23.4478,42.2165,338.56,2.59354,42.0,23.1636,42.7185,224.48,2.60491,43.0,23.683,41.6461,353.28,2.60491,44.0,23.2616,42.4509,79.12,2.60491,45.0,23.3106,42.4509,104.88,2.60491,46.0,23.0656,43.8515,60.72,2.4341,47.0,23.1244,44.2499,114.08,2.60491
1.0,22.5756,43.9512,41.4,2.60491,31130,2.0,22.948,43.8183,108.56,2.58226,33.0,22.9676,43.1858,101.2,2.61639,34.0,22.6932,44.5813,64.4,2.59354,35.0,23.3498,44.7137,180.32,2.54901,36.0,23.0558,45.4402,60.72,2.59354,37.0,23.5948,45.2093,195.04,2.59354,38.0,23.1342,42.8521,202.4,2.58226,39.0,23.7026,43.0524,165.6,2.60491,40.0,23.4674,42.7519,172.96,2.60491,41.0,23.4478,42.2165,338.56,2.59354,42.0,23.1636,42.7185,224.48,2.59354,43.0,23.683,41.6461,353.28,2.60491,44.0,23.2616,42.4509,79.12,2.60491,45.0,23.3204,42.4509,104.88,2.60491,46.0,23.0656,43.8515,60.72,2.4341,47.0,23.1244,44.2499,114.08,2.60491
1.0,22.5756,43.9512,41.4,2.60491,31130,2.0,22.948,43.8183,108.56,2.58226,33.0,22.9676,43.1858,101.2,2.61639,34.0,22.6932,44.5813,64.4,2.59354,35.0,23.3498,44.7137,180.32,2.54901,36.0,23.0558,45.4402,60.72,2.59354,37.0,23.5948,45.2093,195.04,2.59354,38.0,23.1342,42.8521,202.4,2.58226,39.0,23.7026,43.0524,165.6,2.60491,40.0,23.4674,42.7519,172.96,2.60491,41.0,23.4478,42.2165,338.56,2.59354,42.0,23.1636,42.7185,224.48,2.59354,43.0,23.683,41.6461,353.28,2.60491,44.0,23.2616,42.4509,79.12,2.60491,45.0,23.3106,42.4509,104.88,2.60491,46.0,23.0656,43.8515,60.72,2.4341,47.0,23.1244,44.2499,114.08,2.60491
1.0,22.5756,43.9512,41.4,2.60491,31130,2.0,22.948,43.8183,108.56,2.58226,33.0,22.9676,43.1858,101.2,2.61639,34.0,22.6932,44.5813,64.4,2.59354,35.0,23.3498,44.7137,180.32,2.54901,36.0,23.0558,45.4402,60.72,2.59354,37.0,23.5948,45.2093,195.04,2.59354,38.0,23.1342,42.8521,202.4,2.58226,39.0,23.7026,43.0524,165.6,2.60491,40.0,23.4674,42.7519,172.96,2.60491,41.0,23.4478,42.2165,338.56,2.59354,42.0,23.1636,42.7185,224.48,2.60491,43.0,23.683,41.6461,353.28,2.60491,44.0,23.2616,42.4509,79.12,2.60491,45.0,23.3204,42.4509,104.88,2.60491,46.0,23.0656,43.8515,60.72,2.4341,47.0,23.1244,44.2499,114.08,2.60491
1.0,22.5756,43.9512,41.4,2.60491,31130,2.0,22.948,43.8183,108.56,2.58226,33.0,22.9676,43.1858,101.2,2.61639,34.0,22.6932,44.5813,64.4,2.59354,35.0,23.3498,44.7137,180.32,2.54901,36.0,23.0558,45.4402,60.72,2.59354,37.0,23.5948,45.2093,195.04,2.59354,38.0,23.1342,42.8521,202.4,2.58226,39.0,23.7026,43.0524,165.6,2.60491,40.0,23.4674,42.7519,172.96,2.60491,41.0,23.4478,42.2165,338.56,2.59354,42.0,23.1636,42.7185,224.48,2.60491,43.0,23.683,41.6461,353.28,2.60491,44.0,23.2616,42.4509,79.12,2.60491,45.0,23.3106,42.4509,104.88,2.60491,46.0,23.0656,43.8515,60.72,2.4341,47.0,23.1244,44.2499,114.08,2.60491
1.0,22.5756,43.9512,41.4,2.60491,31130,2.0,22.948,43.8183,108.56,2.58226,33.0,22.9676,43.1858,101.2,2.61639,34.0,22.6932,44.5813,64.4,2.59354,35.0,23.3498,44.7137,180.32,2.54901,36.0,23.0558,45.4402,60.72,2.59354,37.0,23.5948,45.2093,195.04,2.59354,38.0,23.1342,42.8521,202.4,2.58226,39.0,23.7026,43.0524,165.6,2.60491,40.0,23.4674,42.7519,172.96,2.60491,41.0,23.4478,42.2165,338.56,2.59354,42.0,23.1636,42.7185,224.48,2.59354,43.0,23.683,41.6461,353.28,2.60491,44.0,23.2616,42.4509,79.12,2.60491,45.0,23.3204,42.4509,104.88,2.60491,46.0,23.0656,43.8515,60.72,2.4341,47.0,23.1244,44.2499,114.08,2.60491
1.0,22.5756,43.9512,41.4,2.60491,31130,2.0,22.948,43.8183,108.56,2.58226,33.0,22.9676,43.1858,101.2,2.61639,34.0,22.6932,44.5813,64.4,2.59354,35.0,23.3498,44.7137,180.32,2.54901,36.0,23.0558,45.4402,60.72,2.59354,37.0,23.5948,45.2093,195.04,2.59354,38.0,23.1342,42.8521,202.4,2.58226,39.0,23.7026,43.0524,165.6,2.60491,40.0,23.4674,42.7519,172.96,2.60491,41.0,23.4478,42.2165,338.56,2.59354,42.0,23.1636,42.7185,224.48,2.59354,43.0,23.683,41.6461,353.28,2.60491,44.0,23.2616,42.4509,79.12,2.60491,45.0,23.3106,42.4509,104.88,2.60491,46.0,23.0656,43.8515,60.72,2.4341,47.0,23.1244,44.2499,114.08,2.60491
1.0,22.5756,43.9512,41.4,2.60491,31130,2.0,22.948,43.8183,108.56,2.58226,33.0,22.9676,43.1858,101.2,2.61639,34.0,22.6932,44.5813,64.4,2.59354,35.0,23.3498,44.7137,180.32,2.54901,36.0,23.0558,45.4402,60.72,2.59354,37.0,23.5948,45.2093,195.04,2.59354,38.0,23.1342,42.8521,202.4,2.58226,39.0,23.7026,43.0524,165.6,2.60491,40.0,23.4674,42.7519,172.96,2.60491,41.0,23.4478,42.2165,338.56,2.59354,42.0,23.1636,42.7185,224.48,2.60491,43.0,23.683,41.6461,353.28,2.60491,44.0,23.2616,42.4509,79.12,2.60491,45.0,23.3204,42.4509,104.88,2.60491,46.0,23.0656,43.8515,60.72,2.4341,47.0,23.1244,44.2499,114.08,2.60491
1.0,22.5756,43.9512,41.4,2.60491,31130,2.0,22.948,43.8183,108.56,2.58226,33.0,22.9676,43.1858,101.2,2.61639,34.0,22.6932,44.5813,64.4,2.59354,35.0,23.3498,44.7137,180.32,2.54901,36.0,23.0558,45.4402,60.72,2.59354,37.0,23.5948,45.2093,195.04,2.59354,38.0,23.1342,42.8521,202.4,2.58226,39.0,23.7026,43.0524,165.6,2.60491,40.0,23.4674,42.7519,172.96,2.60491,41.0,23.4478,42.2165,338.56,2.59354,42.0,23.1636,42.7185,224.48,2.60491,43.0,23.683,41.6461,353.28,2.60491,44.0,23.2616,42.4509,79.12,2.60491,45.0,23.3106,42.4509,104.88,2.60491,46.0,23.0656,43.8515,60.72,2.4341,47.0,23.1244,44.2499,114.08,2.60491
1.0,22.2032,43.3858,41.4,2.59354,31492,2.0,22.5854,43.8515,108.56,2.57108,33.0,22.5364,43.1525,104.88,2.60491,34.0,22.2326,44.5151,64.4,2.59354,35.0,22.7912,45.0442,180.32,2.54901,36.0,22.556,45.572,60.72,2.58226,37.0,23.0558,45.3743,195.04,2.58226,38.0,22.5168,43.7518,202.4,2.57108,39.0,23.1244,43.5855,165.6,2.60491,40.0,22.8402,43.519,172.96,2.59354,41.0,22.7324,43.3191,338.56,2.59354,42.0,22.5658,43.7186,224.48,2.59354,43.0,23.0264,42.116,353.28,2.60491,44.0,22.5952,43.6521,79.12,2.60491,45.0,22.7618,42.9523,104.88,2.59354,46.0,22.5756,44.1172,60.72,2.4341,47.0,22.5854,44.8129,114.08,2.59354
1.0,21.2918,39.2803,0.46,2.58226,32048,2.0,21.6348,40.3652,0.92,2.56,33.0,21.2918,39.5521,0.92,2.59354,34.0,21.0468,40.568,0.92,2.57108,35.0,21.6642,40.6018,0.92,2.53812,36.0,21.6838,40.973,0.92,2.57108,37.0,21.9288,41.6125,5.98,2.56,38.0,21.3996,38.3946,4.14,2.54901,39.0,21.919,39.1443,4.14,2.59354,40.0,21.7328,37.2993,0.92,2.58226,41.0,21.8112,36.9559,0.46,2.57108,42.0,21.6348,37.2993,0.46,2.58226,43.0,21.723,36.8183,0.46,2.58226,44.0,21.6152,36.4396,0.46,2.58226,45.0,21.7132,35.0222,0.46,2.58226,46.0,21.6642,35.2995,1.38,2.41431,47.0,21.5662,36.1983,0.46,2.58226
