106;1;1;2;2;2;2
107;1;1;2;2;2;2
108;2;2;3;3;3;4
109;2;3;4;4;4;5
110;2;3;4;4;4;5
111;2;3;4;4;4;5
112;2;3;4;4;4;5
113;1;1;2;2;2;2
114;1;1;2;2;2;2
115;2;3;4;4;4;5
116;2;3;4;4;4;5
117;2;3;4;4;4;5
118;2;3;4;4;4;5
119;2;2;3;3;3;4
120;2;2;3;3;3;3
121;2;2;3;3;3;3
122;2;3;4;4;4;5
123;2;3;4;4;4;5
124;2;3;4;4;4;5
125;2;2;3;3;3;4
126;2;2;3;3;3;4
127;1;1;2;2;2;2
128;1;1;2;2;2;2
129;2;3;4;4;5;6
130;2;3;4;4;5;6
131;2;3;4;4;4;5
132;2;3;4;4;5;6
133;2;3;4;4;4;5
134;2;2;3;3;3;3
135;1;1;2;2;2;2
136;2;3;4;4;4;5
137;2;3;4;4;4;5
138;2;3;4;4;4;5
139;2;3;4;4;4;5
140;2;2;3;3;3;4
141;2;2;3;3;3;3
142;1;1;2;2;2;2
143;2;2;3;3;3;4
144;2;2;3;3;3;4
145;2;2;3;3;3;4
146;1;1;2;2;2;2
147;2;2;3;3;3;3
148;1;1;2;2;2;2
149;1;1;2;2;2;2
150;2;2;3;3;3;3
151;2;2;3;3;3;3
152;2;2;3;3;3;3
153;2;2;3;3;3;3
154;2;2;3;3;3;3
155;1;1;2;2;2;2
156;1;1;2;2;2;2
157;2;2;3;3;3;4
158;2;2;3;3;3;4
159;2;2;3;3;3;4
160;2;2;3;3;3;4
161;2;2;3;3;3;4
162;2;2;3;3;3;3
163;1;1;2;2;2;2
164;2;2;3;3;3;4
165;2;2;3;3;3;4
166;2;2;3;3;3;4
167;2;2;3;3;3;4
168;2;2;3;3;3;4
169;1;1;2;2;2;2
170;1;1;2;2;2;2
171;2;2;3;3;3;4
172;2;2;3;3;3;4
173;2;2;3;3;3;4
174;2;2;3;3;3;4
175;2;2;3;3;3;4
176;1;1;2;2;2;2
177;1;1;2;2;2;2
178;2;2;3;3;3;4
179;2;2;3;3;3;4
180;2;2;3;3;3;4
181;2;2;3;3;3;4
182;2;2;3;3;3;4
183;1;1;2;2;2;2
184;1;1;2;2;2;2
185;2;2;3;3;3;4
186;2;2;3;3;3;4
187;2;2;3;3;3;4
188;2;2;3;3;3;4
189;2;2;3;3;3;4
190;1;1;2;2;2;2
191;1;1;2;2;2;2
192;2;2;3;3;3;4
193;2;2;3;3;3;4
194;2;2;3;3;3;4
195;2;2;3;3;3;4
196;2;2;3;3;3;4
197;1;1;2;2;2;2
198;1;1;2;2;2;2
199;2;2;3;3;3;4
200;2;2;3;3;3;4
201;2;3;4;4;4;5
202;2;3;4;4;5;6
203;2;3;4;4;5;6
204;2;2;3;3;3;3
205;1;1;2;2;2;2
206;2;3;4;4;5;6
207;2;3;4;4;5;6
208;2;3;4;5;6;7
209;2;3;4;4;5;6
210;2;3;4;4;5;6
211;2;2;3;3;3;4
212;1;1;2;2;2;2
213;2;3;4;4;5;6
214;2;3;4;4;5;6
215;2;3;4;4;5;6
216;2;3;4;4;5;6
217;2;3;4;4;5;6
218;2;2;3;3;3;3
219;2;2;3;3;3;3
220;2;3;4;4;5;6
221;2;3;4;4;5;6
222;2;3;4;4;5;6
223;2;2;3;3;3;3
224;2;3;4;4;5;6
225;2;2;3;3;3;3
226;2;2;3;3;3;3
227;2;3;4;5;6;7
228;2;3;4;5;6;7
229;2;3;4;5;6;7
230;2;3;4;4;5;6
231;2;3;4;4;5;6
232;2;2;3;3;3;3
233;1;1;2;2;2;2
234;2;3;4;5;6;7
235;2;3;4;4;5;6
236;2;3;4;4;5;6
237;2;3;4;4;5;6
238;2;3;4;4;5;6
239;2;2;3;3;3;3
240;2;2;3;3;3;3
241;2;3;4;5;6;7
242;2;3;4;4;5;6
243;2;3;4;5;6;7
244;2;3;4;5;6;7
245;2;3;4;4;5;6
246;2;2;3;3;3;3
247;2;2;3;3;3;3
248;2;3;4;5;6;7
249;2;3;4;4;4;5
250;2;3;4;4;4;5
251;2;3;4;4;5;6
252;2;3;4;4;5;6
253;2;2;3;3;3;3
254;2;2;3;3;3;3
255;2;3;4;4;4;5
256;2;3;4;5;6;7
257;2;3;4;5;6;7
258;2;3;4;5;6;7
259;2;3;4;4;5;6
260;2;2;3;3;3;3
261;2;2;3;3;3;3
262;2;3;4;4;5;6
263;2;3;4;4;5;6
264;2;3;4;4;5;6
265;2;3;4;4;5;6
266;2;3;4;4;5;6
267;2;2;3;3;3;3
268;1;1;2;2;2;2
269;2;3;4;4;5;6
270;2;3;4;4;4;5
271;2;3;4;4;4;5
272;2;3;4;4;4;5
273;2;3;4;4;4;5
274;1;1;2;2;2;2
275;1;1;2;2;2;2
276;1;1;2;2;2;2
277;1;1;2;2;2;2
278;1;1;2;2;2;2
279;1;1;2;2;2;2
280;1;1;2;2;2;2
281;1;1;1;1;1;1
282;1;1;1;1;1;1
283;1;1;2;2;2;2
284;1;1;1;1;1;1
285;1;1;2;2;2;2
286;1;1;2;2;2;2
287;1;1;1;1;1;1
288;1;1;1;1;1;1
289;1;1;1;1;1;1
290;1;1;1;1;1;1
291;1;1;1;1;1;1
292;1;1;1;1;1;1
293;1;1;2;2;2;2
294;1;1;1;1;1;1
295;1;1;1;1;1;1
296;1;1;2;2;2;2
297;1;1;2;2;2;2
298;1;1;1;1;1;1
299;1;1;1;1;1;1
300;1;1;2;2;2;2
301;1;1;1;1;1;1
302;1;1;1;1;1;1
303;1;1;1;1;1;1
304;1;1;1;1;1;1
305;1;1;1;1;1;1
306;2;2;3;3;3;3
307;1;1;1;1;1;1
308;1;1;1;1;1;1
309;1;1;1;1;1;1
310;1;1;1;1;1;1
311;1;1;1;1;1;1
312;1;1;1;1;1;1
313;1;1;1;1;1;1
314;1;1;1;1;1;1
315;1;1;1;1;1;1
316;1;1;1;1;1;1
317;1;1;1;1;1;1
318;1;1;1;1;1;1
319;1;1;1;1;1;1
320;1;1;1;1;1;1
321;1;1;1;1;1;1
322;1;1;1;1;1;1
323;1;1;1;1;1;1
324;1;1;1;1;1;1
325;1;1;1;1;1;1
326;1;1;1;1;1;1
327;1;1;1;1;1;1
328;1;1;1;1;1;1
329;1;1;1;1;1;1
330;1;1;1;1;1;1
331;1;1;1;1;1;1
332;1;1;1;1;1;1
333;1;1;1;1;1;1
334;1;1;1;1;1;1
335;1;1;1;1;1;1
336;1;1;2;2;2;2
337;2;2;3;3;3;3
338;2;2;3;3;3;3
339;2;3;4;5;6;7
340;2;3;4;5;6;7
341;2;3;4;5;6;7
342;2;3;4;5;6;7
343;2;3;4;5;6;7
344;2;2;3;3;3;3
345;1;1;2;2;2;2
346;2;3;4;5;6;7
347;2;3;4;5;6;7
348;2;2;3;3;3;3
349;2;3;4;4;4;5
350;2;3;4;4;4;5
351;2;2;3;3;3;3
352;1;1;2;2;2;2
353;2;3;4;4;5;6
354;2;3;4;4;5;6
355;2;3;4;4;4;5
356;2;3;4;4;4;5
357;2;2;3;3;3;4
358;2;2;3;3;3;3
359;1;1;2;2;2;2
360;2;3;4;4;4;5
361;2;3;4;4;5;6
362;2;3;4;4;5;6
363;2;3;4;4;5;6
364;2;3;4;4;4;5
365;2;2;3;3;3;3
366;1;1;2;2;2;2
367;2;3;4;4;4;5
368;2;2;3;3;3;3
369;2;3;4;4;4;5
370;2;3;4;4;4;5
371;2;2;3;3;3;4
372;2;2;3;3;3;3
373;2;2;3;3;3;3
374;2;2;3;3;3;4
375;2;2;3;3;3;4
376;2;2;3;3;3;4
377;2;2;3;3;3;4
378;2;2;3;3;3;4
379;2;2;3;3;3;3
380;2;2;3;3;3;3
381;2;2;3;3;3;4
382;2;2;3;3;3;4
383;2;2;3;3;3;4
384;2;2;3;3;3;4
385;2;2;3;3;3;4
386;2;2;3;3;3;3
387;2;2;3;3;3;3
388;2;3;4;4;4;5
389;2;3;4;4;4;5
390;2;3;4;4;4;5
391;2;3;4;4;5;6
392;2;3;4;4;5;6
393;2;2;3;3;3;3
394;2;2;3;3;3;3
395;2;3;4;4;5;6
396;2;3;4;4;5;6
397;2;3;4;4;5;6
398;2;3;4;4;5;6
399;2;3;4;4;4;5
400;2;2;3;3;3;3
401;2;2;3;3;3;3
402;2;3;4;4;4;5
403;2;2;3;3;3;3
404;2;3;4;4;5;6
405;2;2;3;3;3;3
406;2;3;4;4;4;5
407;2;2;3;3;3;3
408;2;2;3;3;3;3
409;2;3;4;4;5;6
410;2;3;4;4;5;6
411;2;3;4;4;5;6
412;2;3;4;4;5;6
413;2;3;4;4;5;6
414;2;2;3;3;3;3
415;2;2;3;3;3;3
416;2;3;4;4;5;6
417;2;3;4;5;6;7
418;2;3;4;5;6;7
419;2;3;4;5;6;7
420;2;3;4;4;4;5
421;2;2;3;3;3;3
422;1;1;2;2;2;2
423;2;2;3;3;3;3
424;2;2;3;3;3;4
425;2;2;3;3;3;4
426;2;2;3;3;3;4
427;2;2;3;3;3;4
428;2;2;3;3;3;3
429;1;1;2;2;2;2
430;2;2;3;3;3;3
431;2;2;3;3;3;4
432;2;2;3;3;3;4
433;2;2;3;3;3;4
434;2;2;3;3;3;3
435;1;1;2;2;2;2
436;2;2;3;3;3;3
437;2;3;4;5;6;7
438;2;3;4;5;6;7
439;2;3;4;5;6;7
440;2;3;4;5;6;7
441;2;3;4;4;5;6
442;2;2;3;3;3;3
443;2;2;3;3;3;3
444;2;3;4;5;6;7
445;2;3;4;5;6;7
446;2;3;4;5;6;7
447;2;3;4;5;6;7
448;2;3;4;5;6;7
449;2;2;3;3;3;3
450;2;2;3;3;3;3
451;2;3;4;5;6;7
452;2;3;4;5;6;7
453;2;3;4;5;6;7
454;2;3;4;5;6;7
455;2;2;3;3;3;4
456;2;2;3;3;3;3
457;2;2;3;3;3;3
458;2;3;4;5;6;7
459;2;3;4;4;5;6
460;2;3;4;4;5;6
461;2;3;4;4;5;6
462;2;3;4;4;5;6
463;2;2;3;3;3;3
464;1;1;2;2;2;2
465;2;3;4;4;5;6
466;2;3;4;4;4;5
467;2;3;4;4;4;5
468;2;3;4;4;5;6
469;2;3;4;4;5;6
470;2;2;3;3;3;3
471;2;2;3;3;3;3
472;2;3;4;4;5;6
473;2;3;4;4;5;6
474;2;3;4;4;5;6
475;2;3;4;4;4;5
476;2;3;4;4;4;5
477;2;2;3;3;3;3
478;2;2;3;3;3;3
479;2;3;4;5;6;7
480;2;3;4;4;5;6
481;2;3;4;4;5;6
482;2;3;4;4;5;6
483;2;3;4;4;4;5
484;1;1;2;2;2;2
485;1;1;2;2;2;2
486;2;3;4;4;4;5
487;2;3;4;4;4;5
